overdriveNo,bibNo,controlNo,format,status
99052C9F-42E5-420A-91A7-77C73318E4BC,b123088380,ODN0003136332,x,-
B88BDEF1-F85F-48C6-B977-78E8C634E092,b123088422,ODN0002725572,x,-
EE5C079B-5865-416B-9551-794E8F47FAE8,b123088446,ODN0005290929,x,-
DFA7296D-F14A-4019-8033-7AFCD42DF1B0,b123088513,ODN0002715157,x,-
8187C621-5B2C-4A5D-895F-7BFB8E22BBF5,b123088537,ODN0003859700,x,-
46306934-8819-42A3-A95A-7C1F2CE0A208,b123088550,ODN0003626912,x,-
5993CABD-9811-45B9-B6B5-7C39B05EDC37,b123088562,ODN0003294893,x,-
5CDD123A-10E6-4F82-891B-7C9B2B1B4D7C,b123088574,ODN0003475132,x,-
A81AFEF9-C5BE-4C19-BDEA-7E6AEC741A63,b123088616,ODN0004371218,x,-
CBBB9BB0-AEA8-468E-9DE5-7EEA85772195,b123088628,ODN0002956413,x,-
4305693E-EF18-4884-AF2D-805A66C307D9,b123088677,ODN0003642582,x,-
D3765F55-0599-4CC8-982F-81E18FD6ECC6,b123088719,ODN0000611694,x,-
5A1FEC3C-95FD-4EFA-8939-829EB9E7F8D2,b123088732,ODN0004769018,x,-
F60D1E05-D3D9-41DC-9D12-82E292651C3F,b123088744,ODN0003195678,x,-
9234998A-67D6-4224-A479-82FCB046A3ED,b123088756,ODN0001974784,x,-
CDDE23BD-8CFA-4718-AEFF-83408D156BAD,b123088768,ODN0003014190,x,-
85F7680D-691C-41C5-AA42-84DD8B4B5707,b123088835,ODN0005114411,x,-
ECCD4564-9BF0-4EF3-84D8-856BDE842A49,b123088872,ODN0000359276,x,-
86804376-4256-4EFE-9F70-8691673E95B6,b123088896,ODN0000592151,x,-
0789084F-2F24-47D1-8198-8694973B0554,b123088902,ODN0005037295,x,-
D5EC212B-4C35-4249-8C5C-872D19362C57,b123088914,ODN0003060585,x,-
490C1742-0148-4A0E-8367-8826ABC75DEE,b123088963,ODN0004567562,x,-
6282A56F-ED3A-44EA-8147-889AB76DE0FD,b123088975,ODN0004737987,x,-
287ADD29-2582-4CDD-840B-88A41F9CA5C0,b123088987,ODN0005181195,x,-
13CA960B-47EB-481C-A9A3-89DAE03DAF94,b123089025,ODN0004669218,x,-
AC3EC3A1-650E-47B4-92C7-8AC016D6F2D2,b123089050,ODN0000346847,x,-
AF678463-45AB-4238-9DD2-8B5DF2CF85BB,b123089086,ODN0004822437,x,-
87536D80-59FE-4830-A3FF-8B7C86D7EFD9,b123089098,ODN0003071930,x,-
39F2292C-02B8-473B-BE92-8BD6FC220974,b123089116,ODN0003617719,x,-
00AF93B9-334B-4AF7-90E7-8CAE947434A5,b123089153,ODN0004577788,x,-
D26F8F43-B726-4C93-8D8D-8F891186FDE9,b12308927x,ODN0003587058,x,-
FDC633EB-687B-4075-AE05-92076775087D,b123089335,ODN0005181170,x,-
6AA226E4-69F4-43E2-B2D0-931A372FDD2A,b123089359,ODN0004729815,x,-
F891A780-3AA2-44FE-A35D-93F60909CDA3,b123089360,ODN0003565378,x,-
0D67C680-D9C8-4196-993D-94288D8EDCB8,b123089372,ODN0005224561,x,-
10C13EBF-E241-4279-95D4-94B4ACBEB763,b123089426,ODN0002301724,x,-
04B3A58F-9215-4C03-9C1E-94C374C862BA,b12308944x,ODN0002570445,x,-
3C314D85-5212-4CFE-A520-94EC42C07E33,b123089451,ODN0003195222,x,-
A599721E-AB5F-4E87-9953-94FBDEF72770,b123089463,ODN0003285280,x,-
2EC62438-3898-47BD-9F0D-95256BF91D6A,b123089487,ODN0000599803,x,-
961B2DED-1942-40DD-B149-9556566B57B9,b123089499,ODN0003050666,x,-
AB0398A9-9BD7-4782-848F-9568A84E1B54,b123089505,ODN0002107158,x,-
164F0C3B-7DBF-4D39-A770-9582C2753557,b123089517,ODN0004606178,x,-
92CB8801-17E8-4F9D-99F1-958795AC0022,b123089529,ODN0004998778,x,-
2CE08FC9-B87F-4C84-9B7E-9606E2A65B0E,b123089530,ODN0004186354,x,-
B710946E-CF2F-4EBB-A754-96581AFCDA08,b123089566,ODN0005239537,x,-
A0DF7088-1962-4C04-B7BB-97752FEECB27,b12308958x,ODN0003159881,x,-
2B897534-9D1D-4D55-BC42-9838DB92E9ED,b12308961x,ODN0003318452,x,-
36DF6300-112C-4662-8FCB-98E367E94725,b123089645,ODN0004525387,x,-
6ACD7A6B-3BFA-4DF2-9E8C-995E91AD6FE8,b123089657,ODN0002602091,x,-
38559437-AA04-41D0-8D95-9ACDD3C9F64A,b123089700,ODN0002725492,x,-
3D5E1DC4-9386-4180-942B-9B114D75F22E,b123089712,ODN0002787771,x,-
72B318C8-5D72-431D-97BD-9B2BDA719C9D,b123089724,ODN0002080888,x,-
5F316D05-B3DB-4999-B911-9C6498BCD20C,b123089785,ODN0002047778,x,-
AF28FA9F-3E89-4E14-8539-9D8E7C7989FD,b123089815,ODN0002601999,x,-
5644B32A-19C0-4F7C-BB10-9D935A8C3B83,b123089827,ODN0003214319,x,-
F38B6791-E803-4A10-82B4-9D9F2FAA4B83,b123089839,ODN0002079748,x,-
AAB7A657-E3B6-4A5D-8FAA-9DA175F8A047,b123089840,ODN0002755243,x,-
8BB20BE6-7D04-4108-9644-9DA493ED8D70,b123089852,ODN0004847834,x,-
BAE067F6-955F-4F40-91CE-9E3611580FFA,b123089864,ODN0004726931,x,-
5D6ADC9F-6378-4D02-84B3-9EAF42546F5A,b123089888,ODN0005115013,x,-
B61DF5E8-7733-4B93-905E-9F6559FAF474,b123089918,ODN0002678607,x,-
077C5474-76D4-4C61-A120-A1A7F9F2DA24,b123090003,ODN0002106795,x,-
B35FE368-A3B8-4506-A05B-A1BDDD878937,b123090015,ODN0004525405,x,-
E774F3EB-E376-4D07-8AD3-A29755EF428D,b123090076,ODN0005181206,x,-
2C3D92B5-1497-4D26-88EB-A2A2F871ADC9,b123090088,ODN0004998644,x,-
82842552-1EB8-4D90-A09B-A332FEC19CB2,b123090106,ODN0002300865,x,-
613103C1-798E-4C30-ABFB-A557C71C01FD,b123090155,ODN0002602233,x,-
2AD111A2-0760-4258-89D3-A65FDC657EE1,b123090209,ODN0003617777,x,-
ACCA25F5-5B22-472B-9F41-A6B1A83988AF,b123090222,ODN0002103423,x,-
6CF8D50E-3F37-41E7-8CB7-A965A545BB1F,b123090295,ODN0003931886,x,-
AA3C6917-855A-4CF7-907F-AA575EA32698,b123090313,ODN0003006609,x,-
A9CD1CBA-E94C-4F4F-9915-AB79F1EB9F79,b123090362,ODN0002602157,x,-
23C224AB-5C0C-4475-8B11-AC574C19B791,b123090386,ODN0004998638,x,-
E6A034BF-0F34-4EF9-BA6F-AC6C166BCFFA,b123090398,ODN0004154245,x,-
ED960B4D-6979-424C-ABD5-AEF280332C53,b123090453,ODN0005031985,x,-
1F9ADC7C-6B2A-410C-B740-AFCE087249F8,b123090489,ODN0003071891,x,-
5C25938E-F9F5-4A1D-BA33-B003EAFDDE42,b123090490,ODN0003676543,x,-
F0DAAD68-E5FD-46A3-96FA-B09C44A8B558,b123090507,ODN0000583975,x,-
CFE88EF6-FC3F-4D79-849A-B1048309A934,b123090519,ODN0002910688,x,-
44EE0FAD-1E07-4F80-9CD9-B318A171A208,b123090581,ODN0004555066,x,-
FDCE4117-1CC3-4314-B6CB-B3BE5F2EA5FD,b123090611,ODN0004154244,x,-
0DDE3CF2-1DB5-4F90-B6E1-B3D639C0FB2E,b123090623,ODN0003307913,x,-
0D0715FC-FB88-40B0-BD5D-B5CF11CBE5D1,b123090659,ODN0004754096,x,-
9B373311-1896-4C91-871D-B60EBB530A07,b123090660,ODN0004847801,x,-
1EE43054-ABC5-4DA9-B3EF-B67E150EDEE5,b123090684,ODN0005032005,x,-
FD0CD9CE-70D6-43EE-8166-B74540868961,b123090702,ODN0002981197,x,-
4928AACF-DCB6-4856-A2B7-B82DD8BAE7E2,b12309074x,ODN0004371185,x,-
010EC33F-D04D-469F-89AE-B89483C7EBB9,b123090775,ODN0002010123,x,-
63BFA47E-3FE2-470C-8ADC-B9FC26FD3BFF,b123090817,ODN0003028576,x,-
0D308B2A-F03C-499D-9880-BA8736D848F8,b123090829,ODN0004738020,x,-
328293E0-6B77-4237-9834-BD3E082AB6B8,b12309088x,ODN0002276139,x,-
3FA7AB03-45A6-4719-BCE7-BD7430CD745F,b123090891,ODN0000468737,x,-
3C126183-8E42-4533-A21E-BDA11880ACFD,b123090908,ODN0003617371,x,-
0DE0EF0F-DA83-410A-8746-BE77A4E41675,b123090921,ODN0004769016,x,-
40F0D01E-C993-4A49-BBA8-BEA20874AE2C,b123090933,ODN0003294873,x,-
05E84E41-4864-4FAB-AB79-BF742A7D5F7E,b123090957,ODN0002725429,x,-
F52D3048-1032-4DDF-8ACB-BFFCEFD147F4,b123090969,ODN0002602061,x,-
C0271F63-912A-4E2C-9F0E-C19DEF9F4118,b123090982,ODN0004606169,x,-
CECD394D-624D-48A1-A25B-C2F30732115F,b123091007,ODN0003324840,x,-
039F15DF-6F0D-4332-9E1A-C2F7387C05D2,b123091019,ODN0003307909,x,-
D625C5AA-43D8-4B56-BB34-C52F03CD2BC2,b123091068,ODN0005202574,x,-
8FF1EC03-46AD-4659-8C63-C60EC91C3E94,b123091093,ODN0002725549,x,-
8E7436E9-9B66-4709-97D4-C67D60F2A975,b123091123,ODN0003285279,x,-
EAB89FBC-BB0A-46E0-94EE-C67FFF9395D7,b123091135,ODN0002656652,x,-
DFC90ED8-6FE0-4C39-9C0F-C692D52AEB19,b123091147,ODN0004626335,x,-
05E2B84D-BDB0-4471-B7AB-C855A992D080,b123091214,ODN0004738025,x,-
A481D8A6-F1CA-42F7-AF8F-CA41568E2304,b123091299,ODN0004651133,x,-
94134130-359A-465A-BE68-CA955F901024,b123091305,ODN0002725538,x,-
FEE0FCF7-A3DC-4C3D-A042-CC343B022EF4,b12309138x,ODN0002910617,x,-
43E276D2-77EA-4B47-9C99-CC4C5E7BF591,b123091391,ODN0004291062,x,-
9CF3556E-AED9-41E9-BAF0-CC636108C418,b12309141x,ODN0002630220,x,-
777D68AC-FD11-4E84-AA38-CDDC5C37793E,b123091457,ODN0002618932,x,-
EC65980C-E935-4D2B-BD63-CE56E1E75256,b123091470,ODN0002725585,x,-
4AD247DC-9CE6-4343-8B77-CEB926775C66,b123091482,ODN0004567582,x,-
1C4B7D84-1A38-4E09-9197-CF9A4AF2B414,b123091500,ODN0002618967,x,-
37654646-7341-4D8F-9DCC-CFFD2B815EC1,b123091548,ODN0004688443,x,-
234BE833-0218-456A-A6D4-D0FB8F4C5A56,b123091561,ODN0004154268,x,-
78EAB8C1-289F-49AD-83D5-D16F3E793024,b123091585,ODN0005181212,x,-
340A93F6-B961-46AB-B676-D2150A787B6D,b123091603,ODN0002715156,x,-
03A71DF1-96A2-4D8C-83CA-D40491EC7442,b123091676,ODN0000585239,x,-
113637F3-2B4A-4D4E-B9C0-D451572EF7A0,b12309169x,ODN0002470945,x,-
B52B9332-2B7F-4A3D-BB0E-D4E6AB0698EC,b123091718,ODN0004588662,x,-
D3085E4F-C1C7-4D2C-A3EC-D66F98E5E3D4,b123091755,ODN0002356420,x,-
FBF13663-CA07-4CF7-A84A-D809ACB212FD,b123091810,ODN0004998689,x,-
D10B192C-D798-4C77-915F-D82135452EA5,b123091822,ODN0002960676,x,-
91060308-22DF-4203-B0E3-D94E2E2994D5,b123091846,ODN0002618956,x,-
8B193C01-C8A6-4727-AA14-D987112D09F7,b123091858,ODN0005239571,x,-
94D7EE87-41CD-444A-9A77-D9BB10E25570,b12309186x,ODN0003859798,x,-
987A6FF5-84F6-44B1-AB8A-D9DC7D4E2119,b123091871,ODN0003044373,x,-
23B697ED-8C06-4755-A6A7-DA6BACB9E60F,b123091883,ODN0003400035,x,-
297485EE-7007-4440-829C-DB1C04EE31F2,b123091913,ODN0005202546,x,-
A1D7134C-9935-4DB5-8F07-DBBD0E05883A,b123091949,ODN0004186376,x,-
FA430458-66E1-41AB-9884-DCE58239C6EE,b123091998,ODN0003565489,x,-
844961C2-BDAF-4E02-A363-DD6117F33A89,b123092012,ODN0004735267,x,-
56C06D31-4F31-4E8A-A587-DDFE419CF84C,b12309205x,ODN0004692580,x,-
615C15A5-3081-4DC0-9CF3-DDFF0727F7E2,b123092061,ODN0004581805,x,-
768E2573-7569-4C52-8F11-DE245E6747BC,b123092085,ODN0002602024,x,-
F7F0E3DF-D996-4292-9A76-DF7C00974EA7,b123092115,ODN0002098674,x,-
C02F8B0C-5680-4362-A664-E03372A462EF,b123092139,ODN0004386415,x,-
684B9189-4652-4B6B-9AB8-E0F983A140F4,b123092218,ODN0003014232,x,-
9326C631-FA5B-45E5-85CA-E1615A09C908,b123092255,ODN0003028568,x,-
BB9A09AB-AB8A-49B7-BE5D-E40B54050A35,b123092322,ODN0002725555,x,-
456959DB-58E7-46BA-80DA-E625F4731C69,b123092371,ODN0004168162,x,-
600CCB63-521F-4974-84E0-E6BE05E9EDFB,b123092395,ODN0002715158,x,-
0EAB9BC4-9F37-4DD8-BA61-E7FE79544BF7,b123092413,ODN0004334345,x,-
DA2D7434-21FD-4E27-8DD6-E93EA7ACD780,b123092462,ODN0004679668,x,-
FBCD1866-F0E7-4498-AEA0-E94E41C5B11E,b123092474,ODN0003224541,x,-
86953A1C-F130-464F-B8E4-EB5AB13A42CE,b123092516,ODN0004692579,x,-
117B9FD9-4731-4308-BF23-EBE3305F7A25,b123092528,ODN0003653821,x,-
36AEA06A-73BD-4897-9A95-EC53BC47766C,b123092541,ODN0000346724,x,-
5696F14B-C742-4F42-9EBF-EC668C19FA9B,b123092565,ODN0002755242,x,-
A18CA743-9280-45E8-ADB5-EDD5BB0AAE5C,b123092590,ODN0003607301,x,-
E96A0DB3-8C19-4EF2-BAEB-F03B9C19C07D,b123092668,ODN0002618968,x,-
5E65E7CD-4EE8-4641-A601-F18FB2145E78,b123092711,ODN0003278708,x,-
3A0A8FFD-78D8-49E3-AA68-F1AAA9FC6B8B,b123092723,ODN0004787349,x,-
5914EA70-E65D-4A8E-BABB-F1D15D0C7C93,b123092735,ODN0004669423,x,-
9A694BD1-E554-44C8-AF1C-F208E66466BC,b123092747,ODN0002552087,x,-
69FA95C1-0897-4799-8A28-F23FB37919BE,b123092759,ODN0000639674,x,-
8AE34C52-AD5C-4D0B-B436-F471FCBED5CA,b123092802,ODN0002602199,x,-
E4D76E56-ED99-4C70-AFF6-F5860D88650C,b12309284x,ODN0004570397,x,-
E3E2CB4A-7AC9-45F8-A81F-F5DE55A8FC95,b123092863,ODN0002070994,x,-
0F98A108-3127-47B2-86B7-F6085FA7C529,b123092875,ODN0003565398,x,-
9888D729-FA1D-4860-BEFA-F71FCE332A51,b123092905,ODN0003859680,x,-
5793F1CB-1EA6-4382-9829-F7253600B02F,b123092917,ODN0002883328,x,-
E7AE97B1-03D4-45E9-8805-F7D3DE4E690F,b123092930,ODN0004704809,x,-
CE7FF168-B25B-4765-8025-F884AD373B6A,b123092954,ODN0004874153,x,-
8EF1F0E3-33FC-41D8-8D75-FA1A9F96FC23,b123093004,ODN0003358923,x,-
28B9801A-9CC1-425F-A367-FA6F50600875,b123093016,ODN0005087872,x,-
5B6908A8-2D62-43CA-B020-FCEB5557B809,b123093107,ODN0004679737,x,-
7A26E159-EF74-462A-9BF3-FD7304BDC1A3,b123093132,ODN0002581344,x,-
21A774C1-3740-4407-A283-FDAD138C3DDD,b123093144,ODN0004729810,x,-
5DF4D9D1-491B-4C15-A9B8-01B1700B6099,b123093223,ODN0003900449,x,-
22E24A14-7DDB-4DA1-B7FA-0255AB3BFD8D,b123093260,ODN0004660702,x,-
EB019783-2D63-4194-A684-09672FB7291C,b123093533,ODN0003116999,x,-
95478622-6D54-4E27-A2D3-0B16F85D4FB3,b123093612,ODN0000583974,x,-
2E03EEEC-6DA2-4AA0-AC11-0BDB63653929,b12309365x,ODN0003970893,x,-
9D366D32-D2ED-4B95-BBF0-0D33B980B699,b123093727,ODN0004528137,x,-
FB8FDB46-02D8-43DC-8CD5-1548141197BF,b123094021,ODN0000258355,x,-
57DD7E55-547A-43FD-83A1-1A2ADEFF0AA0,b123094161,ODN0003865380,x,-
56E2F490-B07A-48F0-8331-1BF6DDB0AF1C,b123094240,ODN0004618108,x,-
2BBC6A59-7636-4494-84F4-1DF05946ECC4,b123094409,ODN0003865354,x,-
107FA500-113C-4AA6-B309-1E57E4E26122,b123094434,ODN0004849271,x,-
ABAF1166-47E1-49C4-9899-1EE6CCA83B88,b123094495,ODN0000203340,x,-
9CBD1E84-E287-424A-9A03-2167581070A2,b123094550,ODN0004570458,x,-
EAF53CA6-62B8-46B5-9842-221BCDA2E178,b123094574,ODN0004098700,x,-
68E9E478-BF31-4DD9-8DEF-276CDFB8F3B5,b12309480x,ODN0004394934,x,-
1BF76299-1603-4924-A3A4-2FF7FC75FA2E,b123095153,ODN0003962627,x,-
46784646-85D1-41CD-A6D7-3159FF5A1CA9,b123095177,ODN0004455750,x,-
B227994C-9591-4E0A-900F-322258EEA205,b123095190,ODN0002462018,x,-
196413F7-C12C-45CB-A03F-3255A2F55EC6,b123095207,ODN0000283610,x,-
B5ADBFCE-2F98-4AD3-B7BD-3706237491F0,b123095475,ODN0003590069,x,-
C303FDC8-801F-4922-A36F-38E97FE09D5E,b123095578,ODN0004172092,x,-
F1C605F5-0A18-4D6F-9528-3BF6723A7CA4,b123095694,ODN0003706353,x,-
20ACA188-F671-46D8-B4E9-3E5B669CB16E,b123095785,ODN0004127164,x,-
0EAE5CAA-8DE1-4D2D-B24A-3FB5F6A1C6BF,b123095852,ODN0003889368,x,-
EDB76D2F-B180-45AF-BF16-42DE2823F553,b123096017,ODN0000455875,x,-
09FB2DE9-80B1-4F4E-B4ED-42FE5C1DC98E,b123096029,ODN0003682347,x,-
EAEDA672-D243-4AB5-90CA-487B44DF85A5,b12309625x,ODN0003656340,x,-
4B171F25-8ADE-41F7-BDBE-48B5F62E0D5C,b123096261,ODN0002461890,x,-
5036E514-065C-40AD-A2AD-4AEA874B8F51,b123096327,ODN0000218072,x,-
9634FF1C-F670-4FA4-8241-4EFF62410114,b123096388,ODN0003668721,x,-
D61AE27F-9C00-4F7C-ACAA-586517275B51,b123096662,ODN0003309253,x,-
8860DD35-8B9D-4472-B638-5961CE0221AB,b123096704,ODN0003728220,x,-
BDA0A141-3F2C-4C47-B7D4-5C0E6443EDA1,b123096790,ODN0004660703,x,-
BB1CFE34-E05A-49E5-AC03-6061177EAC09,b123096984,ODN0003911607,x,-
B287B78F-7CA4-4462-84CA-6329810E3886,b123097149,ODN0000224579,x,-
1D5BBA45-BABB-4B6F-A4EE-659F6AF3B8A3,b123097204,ODN0004394947,x,-
7A69A5A7-4D90-4A82-AA93-66C38B4FABED,b123097241,ODN0004146670,x,-
773D3C43-8048-47C7-B707-67863AA9E1EC,b123097253,ODN0004489361,x,-
B3ABF9D5-CC4B-4567-96B1-6C396704B9A0,b123097472,ODN0004566081,x,-
4CCBFAC6-C8DC-460D-8B49-72E4B6787BCC,b12309768x,ODN0003668702,x,-
68501BD3-DA08-4822-9164-73A5D5C4BE99,b123097745,ODN0003590077,x,-
FB98FBFB-430C-48AD-9B6A-7B15E6A6E43A,b123097976,ODN0003619198,x,-
69DC3B69-158E-4530-A535-7C55E563D55B,b123098038,ODN0004187771,x,-
098CAE62-6689-470D-9304-7CDB9255CF36,b123098099,ODN0004455753,x,-
749865BD-56FE-49E7-BCDE-7FCAF80AA1B0,b123098269,ODN0000584323,x,-
2F6309C2-9F62-49DD-8E47-8A08B53B56FD,b123098622,ODN0003984995,x,-
897BE7BB-0CDB-4F81-B175-8A27177B11C1,b123098634,ODN0003728224,x,-
F26D3816-FC17-4286-B778-8CC077156C70,b123098701,ODN0004335545,x,-
427F6451-438E-4DFF-9576-9003409558F8,b123098828,ODN0003488472,x,-
9403BA58-6361-48F8-AA68-91F0E6DA8472,b123098853,ODN0004630067,x,-
3E8E313C-5591-48FD-A49E-962261EFF22F,b123099031,ODN0004548098,x,-
BC3A6FD8-E782-4B44-9587-9973C922F049,b123099146,ODN0003900451,x,-
078F382E-B6E6-402B-BB1E-9AF2C6C13D61,b123099195,ODN0000214012,x,-
AC9E23F5-66AB-421F-B94A-9B6D26E6B678,b123099213,ODN0004172374,x,-
213FA4C8-88C7-4C8B-ACCC-9EE09F08321D,b123099353,ODN0003698113,x,-
0F62F70E-084A-4CE5-A7A8-A2FD57D94E14,b123099481,ODN0004022755,x,-
1870859F-DA73-46FF-B381-A8996B2BB308,b123099638,ODN0000204580,x,-
6695CB99-DC18-49AC-8EEF-A8D32B584729,b12309964x,ODN0003645304,x,-
214CE7C6-A315-4D08-89B4-ABE7239C1A2F,b123099742,ODN0000599717,x,-
7917C7EE-4AF9-4363-A5FF-AEAEB7E72917,b123099869,ODN0001050058,x,-
AF73FF71-FE6C-4B56-AB88-B19D54DF2ACD,b123099973,ODN0004281765,x,-
92BBDBBA-3A5F-4FB0-A00B-B2C2FF32C877,b123100033,ODN0004281463,x,-
0E87935B-0D6A-4568-813A-B372EF24BA33,b123100045,ODN0001313378,x,-
4D73A697-2FF5-415B-ABD4-B4692C4F6CDE,b123100094,ODN0004514079,x,-
47AD6163-1B3E-4527-90E8-B5052D8163FB,b123100136,ODN0003309313,x,-
8105A494-7B58-4EEF-85A0-BB470449BF86,b123100367,ODN0004608880,x,-
65EBB7A9-5E9E-4E96-A49B-BC7B5C682721,b123100446,ODN0000245830,x,-
885531A5-5876-4735-B590-BFCEC59933B1,b123100574,ODN0004265158,x,-
9B96FB86-52FF-4E5F-8590-C14A64C45DEB,b123100653,ODN0003265688,x,-
3870FC34-EB42-472D-8C29-C8E3D6DD120E,b123100963,ODN0003911614,x,-
890A7380-FF9E-487A-AA1E-CACEFCED773F,b123101001,ODN0004528149,x,-
EC7F4524-93E2-4D3B-94E2-CD11D1CAAB0E,b123101074,ODN0002051952,x,-
4B1A8CD4-F21B-47E0-86F5-CF30702FCBF4,b123101141,ODN0003984150,x,-
C0F6DA3F-48FB-4EC3-BE9C-CFAD2BD18784,b123101165,ODN0004434578,x,-
0BF09507-196F-4AD2-9A78-D02DCDEB28AD,b123101207,ODN0003249829,x,-
36BC0D75-B6AA-4962-93B9-D321A0D619F5,b123101359,ODN0003470682,x,-
CF78F9E5-7D49-492C-A795-D3F035F399E0,b123101384,ODN0004455755,x,-
D9C0AD6D-3D34-4F09-93ED-D6CA0631E56C,b123101566,ODN0004528153,x,-
17E40130-2FBC-418E-B28B-D862A6FCF3DF,b123101608,ODN0003470748,x,-
09DB0B0D-CEC9-4787-87A9-D9BB11B01410,b123101621,ODN0004127160,x,-
67997F82-0CA5-49F5-968C-D9D80C2458BC,b123101633,ODN0004172522,x,-
0FA4199C-2C4F-490D-BDCC-DB83779A42EC,b123101645,ODN0003645475,x,-
FAC6E365-DB24-4074-90F0-DF31A774A37C,b123101694,ODN0003149125,x,-
4BDCB086-D5F0-4D33-9E66-DFC3CBF8EE36,b123101700,ODN0004057683,x,-
C1BD0733-7D18-4140-A235-E14E1DABE7F5,b123101712,ODN0003706332,x,-
A1104486-CBAD-48A5-A02E-E19483B6AE99,b123101724,ODN0003064421,x,-
692B2484-B3BE-4CA2-A736-EB9341DD77F2,b123101736,ODN0000584067,x,-
3B8C65E7-8331-43C9-8DEB-ECDD2784E642,b123101748,ODN0004528167,x,-
041CE875-CECF-426E-80ED-ECEDB8064C51,b12310175x,ODN0000584011,x,-
CA530D92-F773-4AB4-9683-F1F8E0347E93,b123101761,ODN0004156227,x,-
69D136A6-6295-4A16-B7D1-F2B232D7CE94,b123101773,ODN0000592005,x,-
EC306FBE-8832-410E-BF96-F59CA0CBA1A4,b123101797,ODN0004210518,x,-
AA3368ED-872E-468F-BA6C-F6D9BDF9E077,b123101803,ODN0004256882,x,-
D8CD58C1-5647-4C36-A41A-F91532729F02,b123101815,ODN0003609777,x,-
57C9C16E-FD99-40C6-B629-FCB05217689C,b123101839,ODN0004057685,x,-
A142099A-1D3D-416F-97B1-FCD0FA02E272,b123101840,ODN0004630264,x,-
490A244F-F13A-4C95-8479-FF3B4E29E2CC,b123101852,ODN0003309306,x,-
E343590E-DC25-45D5-A72C-12D0C198392D,b123101918,ODN0002715153,x,-
B39BCCFB-A2F8-4FE2-878A-DE69E52A50E5,b123102856,ODN0004325577,x,-
25591631-CC9E-486C-BDF1-1ED3848B9E06,b123104713,ODN0001639799,x,-
202A3F7C-11C2-403D-8B2D-501F0CE5CAEA,b123105493,ODN0004815591,x,-
5B6BB9CD-6C46-4ABB-9508-91909391AE03,b123106643,ODN0004501234,x,-
0CAC60A2-9312-4BC6-A152-C2B6E5A46299,b123107490,ODN0004815585,x,-
9240A0DB-367C-46F8-B368-0C7EFC7B776F,b123108834,ODN0003962138,x,-
D34A4910-5D58-45BF-A0F6-0DDA1716BB19,b123108883,ODN0004837114,x,-
BE346C7F-D3E4-41D9-AAD9-1535FFA32D67,b123109097,ODN0004815230,x,-
BF9060CA-16F5-4950-BAEF-31B91565F875,b123109887,ODN0004471506,x,-
D118D6BA-3E12-41FE-A40A-98D452BA1947,b123113374,ODN0004837749,x,-
ED7A9B48-8DBA-4773-B5E1-AEA379498550,b123114135,ODN0003441476,x,-
2B53C78D-092B-4433-8131-F3D7075BBC0D,b123116454,ODN0004815402,x,-
45567E4F-70C3-484C-A758-0E1D0BBDEF8A,b12311732x,ODN0004815507,x,-
A2D45F81-0409-45E5-B77C-D068CCD5E946,b123126551,ODN0004246088,x,-
EBD70661-D88A-4442-BB91-F712BABCA1D9,b123128870,ODN0004815498,x,-
EE4E186E-DAE9-4D26-AF56-F7ECA3079009,b123129035,ODN0001756558,x,-
33349D7A-8EFC-4F6F-9673-F8796D3040D2,b123129072,ODN0003866079,x,-
64754A8D-FC7F-4E62-89CB-005C38190E6E,b123129709,ODN0002151106,x,-
18B0F5CF-6541-466F-BF7A-01FC3F999BE9,b123129710,ODN0003555569,x,-
199E83DA-97B3-4D9B-9CB2-05F3745C7F95,b123129734,ODN0003011276,x,-
3206AA78-B8BC-4EC0-8427-160F44BB9781,b123129758,ODN0004561318,x,-
39D5A345-C815-4DD3-A0FE-21F38D2C4079,b12312976x,ODN0004501212,x,-
E7EEE26F-B6F3-402B-A8E3-22B1424AA571,b123129783,ODN0005300976,x,-
AB0DF0DE-21EC-4E9E-969E-234D447E1765,b123129801,ODN0003926847,x,-
42631B71-955C-447D-B942-23CD63C897F6,b123129837,ODN0003022540,x,-
66F9A4D0-90C3-4C3B-9B93-248377429880,b123129850,ODN0003926585,x,-
755BB82A-1AD9-444C-A289-2D1882BA8E11,b123129904,ODN0003763029,x,-
33EB2135-7111-4252-B0B6-361DBEAD96DC,b123129928,ODN0003442271,x,-
5338CC99-F756-4722-B081-36ED76AA6792,b123129941,ODN0002690213,x,-
15F0334B-97DC-46EB-AEE9-37D438784399,b123129965,ODN0001234260,x,-
27D8914C-FE0E-4993-A3A9-385788038418,b123129989,ODN0003685300,x,-
69AC6A04-8C0A-41E6-B028-3A885B49D35F,b123130001,ODN0002672555,x,-
A28F825D-5D5D-43BE-93F7-3BE7534D311B,b123130025,ODN0004864876,x,-
9F651B80-72D1-4D8E-AF31-42F9668C176C,b123130049,ODN0004965987,x,-
764B5B94-7560-40A8-95E2-4B33A08523FC,b123130050,ODN0002922992,x,-
5CC6B6AC-4E42-4685-AE3A-5169F16DC96B,b123130074,ODN0001678092,x,-
6AE3457B-7A5A-4649-9892-53E12659F3FF,b123130086,ODN0005034922,x,-
3E78BF46-EC98-4B73-A866-572398145FE1,b123130098,ODN0003949451,x,-
012E0443-FD77-4EB2-8FF9-5B22DE556353,b123130116,ODN0001970960,x,-
